"Department","Urban/Rural","Sex","Age","Indiginous","Civil_Status","Residence_2016","Department_2016","Country_2016","Reason","Info_status","Employment_type","Income","Education","Occupation","Pay_frequency","Monthly_Income"
"Chuquisaca","Rural","Male",5,"Does not belong",NA,"Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Chuquisaca","Rural","Female",24,"Does not belong","Single","Elsewhere in the country","Chuquisaca",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Chuquisaca","Rural","Female",62,"Does not belong","Widowed","Elsewhere in the country","Tarija",NA,"Family Reason",NA,"Self-Employed",10000,"None","Agriculture, Livestock, Fishing and Others","Annually",833.333333333333
"Chuquisaca","Rural","Female",40,"Does not belong","Single","Abroad","","Argentina","Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"Chuquisaca","Rural","Male",5,"Does not belong",NA,"Abroad","","Argentina","Family Reason",NA,NA,NA,"None",NA,NA,NA
"Chuquisaca","Rural","Female",36,"Does not belong","Married","Elsewhere in the country","Tarija",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Chuquisaca","Rural","Female",8,"Does not belong",NA,"Elsewhere in the country","Tarija",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Chuquisaca","Rural","Female",80,"Does not belong","Widowed","Elsewhere in the country","Santa Cruz",NA,"Health","Elderly",NA,NA,"Complete Primary",NA,NA,NA
"Chuquisaca","Rural","Male",25,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Chuquisaca","Rural","Male",28,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Health",NA,"Self-Employed",17000,"Complete Secondary","Agriculture, Livestock, Fishing and Others","Annually",1416.66666666667
"Chuquisaca","Rural","Female",57,"Belongs","Widowed","Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,NA,NA,"Incomplete Primary",NA,NA,NA
"Chuquisaca","Rural","Male",20,"Belongs","Single","Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,"Self-Employed",4000,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others","Annually",333.333333333333
"Chuquisaca","Rural","Male",40,"Does not belong","Separated","Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,NA,NA,"Incomplete Secondary",NA,NA,NA
"Chuquisaca","Rural","Female",33,"Belongs","Married","Elsewhere in the country","Chuquisaca",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Chuquisaca","Rural","Female",9,"Does not belong",NA,"Elsewhere in the country","Chuquisaca",NA,"Education","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Chuquisaca","Rural","Male",34,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Complete Primary","Construction/Manufacturing Industry Workers",NA,NA
"Chuquisaca","Rural","Female",26,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Work Transfer","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Chuquisaca","Rural","Male",13,"Does not belong","Single","Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Chuquisaca","Rural","Female",11,"Does not belong",NA,"Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Chuquisaca","Rural","Female",9,"Does not belong",NA,"Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Chuquisaca","Rural","Female",7,"Does not belong",NA,"Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Chuquisaca","Rural","Male",63,"Does not belong","Married","Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,"Self-Employed",3000,"None","Agriculture, Livestock, Fishing and Others","Annually",250
"Chuquisaca","Rural","Female",65,"Does not belong","Married","Elsewhere in the country","Chuquisaca",NA,"Family Reason","Elderly",NA,NA,"None",NA,NA,NA
"Chuquisaca","Rural","Male",54,"Belongs","Married","Elsewhere in the country","Potosí",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Chuquisaca","Rural","Female",52,"Belongs","Single","Abroad","","Argentina","Family Reason",NA,"Self-Employed",1500,"Incomplete Primary","Agriculture, Livestock, Fishing and Others","Annually",125
"Chuquisaca","Rural","Female",5,"Belongs",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Chuquisaca","Rural","Female",25,"Belongs","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Education",NA,"Unpaid Laborer",NA,"Higher Education","Agriculture, Livestock, Fishing and Others",NA,NA
"Chuquisaca","Rural","Male",25,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Self-Employed",300,"Complete Secondary","Unskilled Workers","Weekly",1200
"Chuquisaca","Rural","Male",6,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Chuquisaca","Rural","Male",66,"Belongs","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Health",NA,"Self-Employed",4000,"Incomplete Primary","Construction/Manufacturing Industry Workers","Monthly",4000
"Chuquisaca","Rural","Female",71,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,"Self-Employed",120,"None","Service Workers/Merchants","Daily",3600
"Chuquisaca","Rural","Female",50,"Does not belong","Widowed","Abroad","","Argentina","Job Search",NA,"Self-Employed",4000,"Incomplete Primary","Agriculture, Livestock, Fishing and Others","Annually",333.333333333333
"Chuquisaca","Rural","Male",33,"Does not belong","Separated","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Self-Employed",1800,"Complete Secondary","Construction/Manufacturing Industry Workers","Bi-weekly",3600
"Chuquisaca","Rural","Male",18,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Chuquisaca","Rural","Male",27,"Belongs","Commonlaw Marriage","Abroad","","Argentina","Job Search",NA,"Self-Employed",4000,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others","Annually",333.333333333333
"Chuquisaca","Rural","Male",55,"Does not belong","Separated","Elsewhere in the country","Chuquisaca",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"La Paz","Urban","Male",38,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Construction/Manufacturing Industry Workers",NA,NA
"La Paz","Urban","Female",32,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason",NA,NA,NA,"Higher Education",NA,NA,NA
"La Paz","Urban","Male",44,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Self-Employed",1000,"Complete Secondary","Installation/Machinery Operators","Weekly",4000
"La Paz","Urban","Female",38,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"La Paz","Urban","Male",10,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Female",9,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Job Search","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Male",23,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Education","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"La Paz","Urban","Female",30,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Service Workers/Merchants",NA,NA
"La Paz","Urban","Male",40,"Belongs","Married","Elsewhere in the country","La Paz",NA,"Health",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"La Paz","Urban","Female",14,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"La Paz","Urban","Female",42,"Does not belong","Separated","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Self-Employed",4500,"Higher Education","Scientific and Intellectual Professionals","Monthly",4500
"La Paz","Urban","Female",21,"Belongs","Single","Elsewhere in the country","La Paz",NA,"Family Reason",NA,NA,NA,"Higher Education",NA,NA,NA
"La Paz","Urban","Male",24,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Self-Employed",5000,"Complete Secondary","Mid-Level Technicians","Monthly",5000
"La Paz","Urban","Male",27,"Belongs","Married","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Primary","Mid-Level Technicians",NA,NA
"La Paz","Urban","Female",48,"Does not belong","Single","Abroad","","Argentina","Family Reason",NA,"Self-Employed",2500,"Higher Education","Service Workers/Merchants","Monthly",2500
"La Paz","Urban","Male",7,"Does not belong",NA,"Abroad","","Argentina","Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Male",36,"Does not belong","Married","Abroad","","Uruguay","Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Construction/Manufacturing Industry Workers",NA,NA
"La Paz","Urban","Male",33,"Does not belong","Separated","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Public Administration and Business Managers",NA,NA
"La Paz","Urban","Male",9,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Male",7,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Female",43,"Does not belong","Married","Elsewhere in the country","Beni",NA,"Job Search",NA,"Self-Employed",370,"Complete Secondary","Service Workers/Merchants","Daily",11100
"La Paz","Urban","Male",15,"Does not belong","Single","Elsewhere in the country","Beni",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Incomplete Secondary","Unskilled Workers",NA,NA
"La Paz","Urban","Female",13,"Does not belong","Single","Elsewhere in the country","Beni",NA,"Family Reason","Student",NA,NA,"Complete Primary",NA,NA,NA
"La Paz","Urban","Female",29,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"La Paz","Urban","Male",23,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Education",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"La Paz","Urban","Male",22,"Does not belong","Single","Abroad","","Brasil","Family Reason",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"La Paz","Urban","Male",47,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Other Reason (Specify)",NA,"Non-salaried employer/partner",12000,"Higher Education","Service Workers/Merchants","Monthly",12000
"La Paz","Urban","Female",46,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,NA,NA,"Higher Education",NA,NA,NA
"La Paz","Urban","Male",51,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"La Paz","Urban","Male",33,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Public Administration and Business Managers",NA,NA
"La Paz","Urban","Male",55,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"La Paz","Urban","Female",43,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"La Paz","Urban","Male",9,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Male",5,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"La Paz","Urban","Female",59,"Does not belong","Divorced","Abroad","","Argentina","Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Public Administration and Business Managers",NA,NA
"La Paz","Urban","Male",49,"Does not belong","Separated","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"La Paz","Urban","Male",53,"Belongs","Single","Elsewhere in the country","Oruro",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Unskilled Workers",NA,NA
"La Paz","Urban","Female",17,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Education","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"La Paz","Urban","Female",28,"Does not belong","Separated","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"La Paz","Urban","Female",54,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"La Paz","Urban","Female",38,"Belongs","Single","Elsewhere in the country","La Paz",NA,"Job Search",NA,"Stay-at-Home",NA,"Incomplete Secondary","Unskilled Workers",NA,NA
"La Paz","Urban","Female",40,"Does not belong","Divorced","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"La Paz","Urban","Female",10,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Male",47,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Education",NA,"Unskilled Laborer",NA,"Higher Education","Armed Forces",NA,NA
"La Paz","Urban","Female",51,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Family Reason","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"La Paz","Urban","Male",12,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Complete Primary",NA,NA,NA
"La Paz","Urban","Female",30,"Does not belong","Single","Abroad","","Argentina","Education",NA,"Self-Employed",1500,"Higher Education","Service Workers/Merchants","Monthly",1500
"La Paz","Urban","Female",26,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Complete Primary","Construction/Manufacturing Industry Workers",NA,NA
"La Paz","Urban","Female",38,"Does not belong","Married","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Self-Employed",180,"Incomplete Primary","Service Workers/Merchants","Daily",5400
"La Paz","Urban","Male",43,"Does not belong","Married","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Self-Employed",NA,"Complete Secondary","Installation/Machinery Operators",NA,NA
"La Paz","Urban","Female",15,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Incomplete Secondary","Unskilled Workers",NA,NA
"La Paz","Urban","Male",11,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Female",7,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Male",5,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Other Reason (Specify)",NA,NA,NA,"None",NA,NA,NA
"La Paz","Urban","Male",50,"Does not belong","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,NA,NA,"Self-Employed",150,"Complete Primary","Service Workers/Merchants","Daily",4500
"La Paz","Urban","Female",32,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Incomplete Secondary","Service Workers/Merchants",NA,NA
"La Paz","Urban","Female",7,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Female",11,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Education","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Male",35,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Self-Employed",150,"Incomplete Primary","Installation/Machinery Operators","Daily",4500
"La Paz","Urban","Female",22,"Does not belong","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"La Paz","Urban","Female",5,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"La Paz","Urban","Female",14,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Education","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"La Paz","Urban","Female",10,"Does not belong",NA,"Elsewhere in the country","La Paz",NA,"Education","Student",NA,NA,"Incomplete Primary",NA,NA,NA
